Link type,Is nofollow,Source URL,Source HTTP status code,Target URL,Target no-crawl reason,Anchor,Alt attribute,Hreflang attribute,Is source canonical,Is source noindex
CSS,false,https://teznevisan3.com/military-services-project/,200,https://teznevisan3.com/wp-content/themes/jannah/assets/css/helpers.min.css?ver=7.6.3,Blocked by robots.txt,,,,true,false
CSS,false,https://teznevisan3.com/writing-paper/isi/,200,https://teznevisan3.com/wp-content/themes/jannah/assets/css/fontawesome.css?ver=7.6.3,Blocked by robots.txt,,,,true,false
JavaScript,false,https://teznevisan3.com/become-researcher/,200,https://teznevisan3.com/wp-includes/js/comment-reply.min.js?ver=6.9.1,Blocked by robots.txt,,,,true,false
CSS,false,https://teznevisan3.com/how-to-find-base-research-paper/,200,https://teznevisan3.com/wp-content/themes/jannah/assets/css/style.min.css?ver=7.6.3,Blocked by robots.txt,,,,true,false
CSS,false,https://teznevisan3.com/paper/,200,https://teznevisan3.com/wp-content/themes/jannah/assets/css/style.min.css?ver=7.6.3,Blocked by robots.txt,,,,true,false
CSS,false,https://teznevisan3.com/research-methodology/,200,https://teznevisan3.com/wp-content/themes/jannah/assets/css/base.min.css?ver=7.6.3,Blocked by robots.txt,,,,true,false
JavaScript,false,https://teznevisan3.com/optimisation/,200,https://teznevisan3.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1,Blocked by robots.txt,,,,true,false
Href link,true,https://teznevisan3.com/become-researcher/,200,https://x.com/intent/post?text=%DA%86%DA%AF%D9%88%D9%86%D9%87%20%D9%BE%DA%98%D9%88%D9%87%D8%B4%DA%AF%D8%B1%20%D8%B4%D9%88%DB%8C%D9%85%D8%9F%20%D9%86%D9%82%D8%B4%D9%87%20%D8%B1%D8%A7%D9%87%20%DB%8C%D8%A7%D8%AF%DA%AF%DB%8C%D8%B1%DB%8C%20%D9%88%20%D8%B4%D8%B1%D9%88%D8%B9%20%DA%A9%D8%B3%D8%A8%20%D9%88%20%DA%A9%D8%A7%D8%B1&url=https://teznevisan3.com/become-researcher/,Blocked by robots.txt,X,,,true,false
JavaScript,false,https://teznevisan3.com/finite-element-method/,200,https://teznevisan3.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,Blocked by robots.txt,,,,true,false
JavaScript,false,https://teznevisan3.com/correlation-research/,200,https://teznevisan3.com/wp-includes/js/comment-reply.min.js?ver=6.9.1,Blocked by robots.txt,,,,true,false
JavaScript,false,https://teznevisan3.com/statistical-analysis/,200,https://teznevisan3.com/wp-content/themes/jannah/assets/ilightbox/lightbox.js?ver=7.6.3,Blocked by robots.txt,,,,true,false
CSS,false,https://teznevisan3.com/plagiarism-check/,200,https://teznevisan3.com/wp-content/themes/jannah/assets/css/style.min.css?ver=7.6.3,Blocked by robots.txt,,,,true,false
JavaScript,false,https://teznevisan3.com/writing-thesis/phd/,200,https://teznevisan3.com/wp-includes/js/comment-reply.min.js?ver=6.9.1,Blocked by robots.txt,,,,true,false
CSS,false,https://teznevisan3.com/correlation-research/,200,https://teznevisan3.com/wp-content/themes/jannah/assets/css/widgets.min.css?ver=7.6.3,Blocked by robots.txt,,,,true,false
JavaScript,false,https://teznevisan3.com/how-to-search-research-paper/,200,https://teznevisan3.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,Blocked by robots.txt,,,,true,false
Href link,true,https://teznevisan3.com/true-research/,200,https://x.com/intent/post?text=%D8%B1%D9%88%D9%86%D8%AF%20%D8%B5%D8%AD%DB%8C%D8%AD%20%D9%BE%DA%98%D9%88%D9%87%D8%B4%20%D9%88%20%DA%A9%D8%A7%D8%B1%D9%87%D8%A7%DB%8C%20%D9%BE%DA%98%D9%88%D9%87%D8%B4%DB%8C&url=https://teznevisan3.com/true-research/,Blocked by robots.txt,X,,,true,false
Href link,true,https://teznevisan3.com/thesis-with-ai/,200,https://www.linkedin.com/shareArticle?mini=true&url=https://teznevisan3.com/thesis-with-ai/&title=%D9%86%D9%88%D8%B4%D8%AA%D9%86%20%D9%BE%D8%A7%DB%8C%D8%A7%D9%86%20%D9%86%D8%A7%D9%85%D9%87%20%D8%A8%D8%A7%20%D9%87%D9%88%D8%B4%20%D9%85%D8%B5%D9%86%D9%88%D8%B9%DB%8C%3A%20%D9%85%D8%B2%D8%A7%DB%8C%D8%A7%20%D9%88%20%D9%85%D8%B9%D8%A7%DB%8C%D8%A8,Blocked by robots.txt,لینکدین,,,true,false
CSS,false,https://teznevisan3.com/contact-us/,200,https://teznevisan3.com/wp-content/themes/jannah/assets/css/base.min.css?ver=7.6.3,Blocked by robots.txt,,,,true,false
CSS,false,https://teznevisan3.com/wp-login.php,200,https://teznevisan3.com/wp-includes/css/dashicons.min.css?ver=6.9,Blocked by robots.txt,,,,true,true
CSS,false,https://teznevisan3.com/become-researcher/,200,https://teznevisan3.com/wp-content/themes/jannah/assets/css/helpers.min.css?ver=7.6.3,Blocked by robots.txt,,,,true,false
CSS,false,https://teznevisan3.com/proposal/,200,https://teznevisan3.com/wp-content/themes/jannah/assets/css/base.min.css?ver=7.6.3,Blocked by robots.txt,,,,true,false
CSS,false,https://teznevisan3.com/how-to-write-review-paper/,200,https://teznevisan3.com/wp-content/themes/jannah/assets/ilightbox/dark-skin/skin.css?ver=7.6.3,Blocked by robots.txt,,,,true,false
Href link,false,https://teznevisan3.com/minitab/,200,https://instagram.com/teznevisan,Blocked by robots.txt,,,,true,false
CSS,false,https://teznevisan3.com/assignment-writing/,200,https://teznevisan3.com/wp-content/themes/jannah/assets/css/base.min.css?ver=7.6.3,Blocked by robots.txt,,,,true,false
Href link,true,https://teznevisan3.com/citation/,200,https://api.whatsapp.com/send?text=%D8%B1%D9%88%D8%B4%20%D9%87%D8%A7%DB%8C%20%D8%A7%D9%81%D8%B2%D8%A7%DB%8C%D8%B4%20%D8%B3%D8%A7%DB%8C%D8%AA%DB%8C%D8%B4%D9%86%20%D9%85%D9%82%D8%A7%D9%84%D8%A7%D8%AA%20ISI%20https://teznevisan3.com/citation/,Blocked by robots.txt,واتس آپ,,,true,false
CSS,false,https://teznevisan3.com/simulation/,200,https://teznevisan3.com/wp-content/themes/jannah/assets/ilightbox/dark-skin/skin.css?ver=7.6.3,Blocked by robots.txt,,,,true,true
CSS,false,https://teznevisan3.com/paper/,200,https://teznevisan3.com/wp-content/themes/jannah/rtl.css,Blocked by robots.txt,,,,true,false
JavaScript,false,https://teznevisan3.com/thesis-with-ai/,200,https://teznevisan3.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,Blocked by robots.txt,,,,true,false
CSS,false,https://teznevisan3.com/research-methodology/,200,https://teznevisan3.com/wp-content/themes/jannah/assets/css/helpers.min.css?ver=7.6.3,Blocked by robots.txt,,,,true,false
CSS,false,https://teznevisan3.com/paper-writing-tutorials/,200,https://teznevisan3.com/wp-content/themes/jannah/assets/css/style.min.css?ver=7.6.3,Blocked by robots.txt,,,,true,false
Image,false,https://teznevisan3.com/how-to-write-thesis/,200,https://teznevisan3.com/wp-content/themes/jannah/assets/images/logo.png,Blocked by robots.txt,,موسسه تزنویسان,,true,false
Image,false,https://teznevisan3.com/writing-thesis/master/,200,https://teznevisan3.com/wp-content/themes/jannah/assets/images/logo.png,Blocked by robots.txt,,موسسه تزنویسان,,true,false
JavaScript,false,https://teznevisan3.com/statistical-population/,200,https://analytics.ahrefs.com/analytics.js,Blocked by robots.txt,,,,true,false
JavaScript,false,https://teznevisan3.com/how-to-write-review-paper/,200,https://teznevisan3.com/wp-content/themes/jannah/assets/js/live-search.js?ver=7.6.3,Blocked by robots.txt,,,,true,false
JavaScript,false,https://teznevisan3.com/how-to-write-review-paper/,200,https://teznevisan3.com/wp-content/themes/jannah/assets/js/br-news.js?ver=7.6.3,Blocked by robots.txt,,,,true,false
CSS,false,https://teznevisan3.com/minitab/,200,https://teznevisan3.com/wp-content/themes/jannah/assets/css/base.min.css?ver=7.6.3,Blocked by robots.txt,,,,true,false
Href link,true,https://teznevisan3.com/statistical-population/,200,https://api.whatsapp.com/send?text=%D8%AC%D8%A7%D9%85%D8%B9%D9%87%20%D9%BE%DA%98%D9%88%D9%87%D8%B4%20%D9%88%20%D8%AC%D8%A7%D9%85%D8%B9%D9%87%20%D8%A2%D9%85%D8%A7%D8%B1%DB%8C%20%D8%AF%D8%B1%20%D9%BE%D8%A7%DB%8C%D8%A7%D9%86%20%D9%86%D8%A7%D9%85%D9%87%20%D9%88%20%D9%85%D9%82%D8%A7%D9%84%D9%87%20https://teznevisan3.com/statistical-population/,Blocked by robots.txt,واتس آپ,,,true,false
JavaScript,false,https://teznevisan3.com/inquiry/,200,https://teznevisan3.com/wp-content/themes/jannah/assets/js/live-search.js?ver=7.6.3,Blocked by robots.txt,,,,true,false
CSS,false,https://teznevisan3.com/writing-paper/review-paper/,200,https://teznevisan3.com/wp-content/themes/jannah/assets/css/style.min.css?ver=7.6.3,Blocked by robots.txt,,,,true,false
JavaScript,false,https://teznevisan3.com/operation-research/,200,https://teznevisan3.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,Blocked by robots.txt,,,,true,false
CSS,false,https://teznevisan3.com/blog/,200,https://teznevisan3.com/wp-content/themes/jannah/assets/css/fontawesome.css?ver=7.6.3,Blocked by robots.txt,,,,true,false
JavaScript,false,https://teznevisan3.com/writing-thesis/master/,200,https://teznevisan3.com/wp-content/themes/jannah/assets/js/scripts.min.js?ver=7.6.3,Blocked by robots.txt,,,,true,false
JavaScript,false,https://teznevisan3.com/research-types/,200,https://analytics.ahrefs.com/analytics.js,Blocked by robots.txt,,,,true,false
JavaScript,false,https://teznevisan3.com/citation/,200,https://teznevisan3.com/wp-content/themes/jannah/assets/js/br-news.js?ver=7.6.3,Blocked by robots.txt,,,,true,false
JavaScript,false,https://teznevisan3.com/statistical-analysis/spss/,200,https://teznevisan3.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,Blocked by robots.txt,,,,true,false
CSS,false,https://teznevisan3.com/become-researcher/,200,https://teznevisan3.com/wp-content/themes/jannah/assets/css/single.min.css?ver=7.6.3,Blocked by robots.txt,,,,true,false
JavaScript,false,https://teznevisan3.com/abaqus/,200,https://teznevisan3.com/wp-content/themes/jannah/assets/js/live-search.js?ver=7.6.3,Blocked by robots.txt,,,,true,false
CSS,false,https://teznevisan3.com/proposal/,200,https://teznevisan3.com/wp-content/themes/jannah/assets/css/print.css?ver=7.6.3,Blocked by robots.txt,,,,true,false
CSS,false,https://teznevisan3.com/matlab/,200,https://teznevisan3.com/wp-content/themes/jannah/rtl.css,Blocked by robots.txt,,,,true,false
Href link,true,https://teznevisan3.com/research-types/,200,https://vk.com/share.php?url=https://teznevisan3.com/research-types/,Blocked by robots.txt,‫VKontakte,,,true,false
CSS,false,https://teznevisan3.com/military-services-project/,200,https://teznevisan3.com/wp-content/themes/jannah/assets/css/base.min.css?ver=7.6.3,Blocked by robots.txt,,,,true,false
Href link,true,https://teznevisan3.com/case-study/,200,https://api.whatsapp.com/send?text=%D9%85%D9%88%D8%B1%D8%AF%20%D9%BE%DA%98%D9%88%D9%87%DB%8C%20%5B%D9%85%D8%B7%D8%A7%D9%84%D8%B9%D9%87%20%D9%85%D9%88%D8%B1%D8%AF%DB%8C%5D%20%D8%AF%D8%B1%20%D8%B1%D9%88%D8%B4%20%D8%AA%D8%AD%D9%82%DB%8C%D9%82%20https://teznevisan3.com/case-study/,Blocked by robots.txt,واتس آپ,,,true,false
CSS,false,https://teznevisan3.com/paper/,200,https://teznevisan3.com/wp-content/themes/jannah/assets/css/base.min.css?ver=7.6.3,Blocked by robots.txt,,,,true,false
CSS,false,https://teznevisan3.com/writing-thesis/,200,https://teznevisan3.com/wp-content/themes/jannah/rtl.css,Blocked by robots.txt,,,,true,false
Href link,false,https://teznevisan3.com/proposal/,200,https://instagram.com/teznevisan,Blocked by robots.txt,,,,true,false
CSS,false,https://teznevisan3.com/matlab/,200,https://teznevisan3.com/wp-content/themes/jannah/assets/css/style.min.css?ver=7.6.3,Blocked by robots.txt,,,,true,false
CSS,false,https://teznevisan3.com/proposal/phd/,200,https://teznevisan3.com/wp-content/themes/jannah/assets/css/fontawesome.css?ver=7.6.3,Blocked by robots.txt,,,,true,false
JavaScript,false,https://teznevisan3.com/thesis-writing-duration/,200,https://teznevisan3.com/wp-content/themes/jannah/assets/ilightbox/lightbox.js?ver=7.6.3,Blocked by robots.txt,,,,true,false
JavaScript,false,https://teznevisan3.com/about/,200,https://teznevisan3.com/wp-content/themes/jannah/assets/js/br-news.js?ver=7.6.3,Blocked by robots.txt,,,,true,false
CSS,false,https://teznevisan3.com/optimisation/,200,https://teznevisan3.com/wp-content/themes/jannah/assets/css/style.min.css?ver=7.6.3,Blocked by robots.txt,,,,true,false
CSS,false,https://teznevisan3.com/writing-paper/conference-proceedings/,200,https://teznevisan3.com/wp-content/themes/jannah/assets/css/single.min.css?ver=7.6.3,Blocked by robots.txt,,,,true,false
Href link,true,https://teznevisan3.com/withdraw-from-university/,200,https://www.linkedin.com/shareArticle?mini=true&url=https://teznevisan3.com/withdraw-from-university/&title=%D8%B4%D8%B1%D8%A7%DB%8C%D8%B7%20%D9%88%20%D9%85%D8%B1%D8%A7%D8%AD%D9%84%20%D8%AF%D8%B1%D8%AE%D9%88%D8%A7%D8%B3%D8%AA%20%D8%A7%D9%86%D8%B5%D8%B1%D8%A7%D9%81%20%D8%A7%D8%B2%20%D8%AA%D8%AD%D8%B5%DB%8C%D9%84%20%D8%A7%D8%B2%20%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87,Blocked by robots.txt,لینکدین,,,true,false
CSS,false,https://teznevisan3.com/writing-thesis/,200,https://teznevisan3.com/wp-content/themes/jannah/assets/css/helpers.min.css?ver=7.6.3,Blocked by robots.txt,,,,true,false
CSS,false,https://teznevisan3.com/thesis-writing-tutorials/,200,https://teznevisan3.com/wp-content/themes/jannah/assets/css/widgets.min.css?ver=7.6.3,Blocked by robots.txt,,,,true,false
JavaScript,false,https://teznevisan3.com/simulation/,200,https://analytics.ahrefs.com/analytics.js,Blocked by robots.txt,,,,true,true
CSS,false,https://teznevisan3.com/disseertation-topic/,200,https://teznevisan3.com/wp-content/themes/jannah/assets/ilightbox/dark-skin/skin.css?ver=7.6.3,Blocked by robots.txt,,,,true,false
JavaScript,false,https://teznevisan3.com/about/,200,https://teznevisan3.com/wp-content/themes/jannah/assets/js/scripts.min.js?ver=7.6.3,Blocked by robots.txt,,,,true,false
